321,480,362,542,1.0000,0,1
1693,340,1729,400,2.0000,0,2
1102,480,1133,538,3.0000,0,3
920,218,956,261,4.0000,0,4
810,561,842,622,5.0000,0,5
1664,472,1696,532,7.0000,0,7
1328,792,1368,865,8.0000,0,8
339,366,376,414,9.0000,0,9
275,717,318,788,10.0000,0,10
337,404,373,454,11.0000,0,11
718,345,745,398,12.0000,0,12
1007,279,1029,336,14.0000,0,14
972,164,1004,208,15.0000,0,15
761,256,802,303,16.0000,0,16
450,207,484,263,17.0000,0,17
1491,247,1514,295,18.0000,0,18
590,124,626,164,19.0000,0,19
804,165,830,209,20.0000,0,20
889,175,925,219,21.0000,0,21
1148,366,1174,419,6.0000,0,6
516,90,540,132,22.0000,0,22
754,388,780,444,13.0000,0,13
