849,422,869,471,3.0000,0,3
586,459,625,506,5.0000,0,5
1603,476,1628,528,7.0000,0,7
1376,681,1407,744,8.0000,0,8
263,417,287,465,10.0000,0,10
527,241,563,278,17.0000,0,17
1250,387,1280,435,6.0000,0,6
1308,306,1331,354,14.0000,0,14
333,374,356,422,1.0000,0,1
1569,298,1587,345,18.0000,0,18
455,294,473,342,9.0000,0,9
867,221,886,262,15.0000,0,15
870,305,895,350,13.0000,0,13
1810,391,1840,445,2.0000,0,2
554,193,573,232,20.0000,0,20
656,115,678,150,33.0000,0,33
942,261,966,307,4.0000,0,4
580,239,600,277,16.0000,0,16
204,314,229,359,31.0000,0,31
626,319,649,363,12.0000,0,12
1798,993,1828,1065,30.0000,0,30
613,223,645,265,19.0000,0,19
799,210,824,252,21.0000,0,21
