930,434,964,482,3.0000,0,3
956,263,975,305,4.0000,0,4
655,464,697,513,5.0000,0,5
1640,480,1663,534,7.0000,0,7
1394,697,1431,759,8.0000,0,8
323,451,357,503,10.0000,0,10
634,240,662,283,16.0000,0,16
567,241,596,281,17.0000,0,17
1271,387,1300,433,6.0000,0,6
1295,305,1322,355,14.0000,0,14
1815,998,1851,1067,30.0000,0,30
380,377,420,426,1.0000,0,1
1575,297,1593,346,18.0000,0,18
459,305,485,349,9.0000,0,9
877,220,903,264,15.0000,0,15
433,294,461,329,11.0000,0,11
869,210,882,251,21.0000,0,21
891,319,915,364,13.0000,0,13
1802,387,1834,441,2.0000,0,2
687,323,718,369,12.0000,0,12
638,216,668,264,19.0000,0,19
626,192,655,230,20.0000,0,20
165,312,190,360,31.0000,0,31
