1795,390,1816,443,2.0000,0,2
1018,455,1043,506,3.0000,0,3
973,269,995,311,4.0000,0,4
721,485,763,535,5.0000,0,5
1668,489,1691,547,7.0000,0,7
1408,720,1445,781,8.0000,0,8
428,335,454,376,9.0000,0,9
356,502,382,557,10.0000,0,10
744,338,771,385,12.0000,0,12
694,258,718,301,16.0000,0,16
595,247,629,284,17.0000,0,17
909,221,937,263,21.0000,0,21
1285,392,1306,445,6.0000,0,6
895,344,915,394,13.0000,0,13
693,211,713,253,19.0000,0,19
1277,310,1294,360,14.0000,0,14
457,319,487,360,11.0000,0,11
711,204,734,242,20.0000,0,20
119,324,136,374,31.0000,0,31
928,214,955,256,15.0000,0,15
1839,1009,1872,1073,30.0000,0,30
671,121,690,163,33.0000,0,33
415,397,451,446,1.0000,0,1
1577,302,1598,349,18.0000,0,18
