852,424,889,474,3.0000,0,3
595,456,629,508,5.0000,0,5
1598,474,1635,528,7.0000,0,7
1379,682,1401,746,8.0000,0,8
270,420,301,467,10.0000,0,10
523,241,574,279,17.0000,0,17
1254,386,1275,434,6.0000,0,6
1299,305,1327,354,14.0000,0,14
339,373,362,421,1.0000,0,1
1560,298,1589,343,18.0000,0,18
451,295,473,343,9.0000,0,9
863,219,882,263,15.0000,0,15
871,307,892,352,13.0000,0,13
1805,389,1834,443,2.0000,0,2
558,193,587,231,20.0000,0,20
649,113,673,150,33.0000,0,33
938,261,961,305,4.0000,0,4
579,239,604,280,16.0000,0,16
193,311,217,358,31.0000,0,31
455,284,478,332,11.0000,0,11
635,322,652,363,12.0000,0,12
1796,993,1826,1063,30.0000,0,30
