804,410,832,458,3.0000,0,3
575,450,600,499,5.0000,0,5
1589,474,1626,529,7.0000,0,7
1387,671,1420,734,8.0000,0,8
225,395,261,432,10.0000,0,10
543,231,568,277,17.0000,0,17
1267,389,1291,438,6.0000,0,6
1349,306,1365,356,14.0000,0,14
318,369,337,416,1.0000,0,1
1596,299,1623,346,18.0000,0,18
885,300,906,343,13.0000,0,13
1851,395,1871,451,2.0000,0,2
524,198,546,239,20.0000,0,20
582,236,600,281,16.0000,0,16
599,320,631,366,12.0000,0,12
1809,994,1852,1064,30.0000,0,30
635,236,660,278,19.0000,0,19
780,211,799,250,21.0000,0,21
533,289,550,335,11.0000,0,11
975,261,993,305,4.0000,0,4
687,117,702,142,33.0000,0,33
474,294,503,339,9.0000,0,9
919,212,932,259,15.0000,0,15
253,324,281,361,31.0000,0,31
