411,441,450,491,1.0000,0,1
1726,372,1755,428,2.0000,0,2
1101,482,1133,529,3.0000,0,3
962,256,987,300,4.0000,0,4
783,522,821,578,5.0000,0,5
1666,488,1701,544,7.0000,0,7
1378,753,1407,819,8.0000,0,8
387,375,416,426,9.0000,0,9
341,602,375,666,10.0000,0,10
420,390,451,440,11.0000,0,11
763,351,790,401,12.0000,0,12
1155,304,1184,356,14.0000,0,14
972,203,991,244,15.0000,0,15
741,269,769,314,16.0000,0,16
565,240,600,288,17.0000,0,17
778,202,809,242,20.0000,0,20
924,207,949,252,21.0000,0,21
1233,387,1255,438,6.0000,0,6
841,380,862,430,13.0000,0,13
1866,1024,1894,1079,30.0000,0,30
683,180,711,224,19.0000,0,19
633,119,653,163,22.0000,0,22
1528,287,1561,333,18.0000,0,18
