811,415,843,463,3.0000,0,3
577,452,599,503,5.0000,0,5
1595,473,1616,527,7.0000,0,7
1384,674,1412,738,8.0000,0,8
234,398,258,442,10.0000,0,10
533,236,558,276,17.0000,0,17
1260,389,1284,436,6.0000,0,6
1325,306,1353,356,14.0000,0,14
318,373,342,423,1.0000,0,1
1584,298,1607,345,18.0000,0,18
466,289,484,339,9.0000,0,9
895,215,909,260,15.0000,0,15
877,301,895,345,13.0000,0,13
1824,393,1857,447,2.0000,0,2
530,195,557,235,20.0000,0,20
572,235,597,277,16.0000,0,16
238,320,273,359,31.0000,0,31
604,319,637,365,12.0000,0,12
1808,992,1841,1060,30.0000,0,30
626,230,648,274,19.0000,0,19
780,211,804,252,21.0000,0,21
504,287,519,334,11.0000,0,11
671,112,694,146,33.0000,0,33
957,260,982,306,4.0000,0,4
