397,448,428,500,1.0000,0,1
1712,369,1744,423,2.0000,0,2
1102,481,1138,529,3.0000,0,3
953,249,979,294,4.0000,0,4
782,526,823,581,5.0000,0,5
1663,487,1690,543,7.0000,0,7
1363,757,1405,824,8.0000,0,8
376,371,401,422,9.0000,0,9
329,620,365,681,10.0000,0,10
400,398,426,450,11.0000,0,11
750,352,787,399,12.0000,0,12
1135,301,1150,352,14.0000,0,14
965,197,992,239,15.0000,0,15
734,269,774,313,16.0000,0,16
544,236,578,282,17.0000,0,17
1521,284,1541,330,18.0000,0,18
775,197,811,238,20.0000,0,20
914,203,945,247,21.0000,0,21
1212,385,1243,435,6.0000,0,6
824,380,849,429,13.0000,0,13
1870,1025,1899,1079,30.0000,0,30
667,173,696,215,19.0000,0,19
