423,435,458,487,1.0000,0,1
1738,379,1761,432,2.0000,0,2
1099,476,1122,526,3.0000,0,3
964,259,999,303,4.0000,0,4
771,518,816,570,5.0000,0,5
1666,492,1695,546,7.0000,0,7
1386,746,1421,811,8.0000,0,8
399,380,422,432,9.0000,0,9
357,587,382,646,10.0000,0,10
448,380,467,427,11.0000,0,11
766,352,801,400,12.0000,0,12
1185,308,1202,357,14.0000,0,14
969,207,997,249,15.0000,0,15
742,272,764,317,16.0000,0,16
587,243,621,290,17.0000,0,17
779,206,803,247,20.0000,0,20
931,215,952,257,21.0000,0,21
1245,391,1273,440,6.0000,0,6
853,378,884,425,13.0000,0,13
1858,1020,1887,1076,30.0000,0,30
695,189,720,233,19.0000,0,19
648,131,670,169,22.0000,0,22
1542,293,1561,339,18.0000,0,18
