585,443,614,493,5.0000,0,5
1618,483,1654,531,7.0000,0,7
1413,658,1451,728,8.0000,0,8
1300,393,1316,442,6.0000,0,6
339,359,355,409,1.0000,0,1
908,295,934,339,13.0000,0,13
1884,403,1913,458,2.0000,0,2
603,242,629,288,16.0000,0,16
607,330,624,377,12.0000,0,12
1837,1000,1882,1069,30.0000,0,30
657,238,675,286,19.0000,0,19
784,211,805,254,21.0000,0,21
1014,260,1036,305,4.0000,0,4
506,293,525,343,9.0000,0,9
788,404,815,452,3.0000,0,3
1640,305,1668,351,18.0000,0,18
980,212,993,258,15.0000,0,15
48,820,82,889,37.0000,0,37
1383,309,1406,359,14.0000,0,14
