589,441,610,493,5.0000,0,5
1611,480,1652,529,7.0000,0,7
1408,664,1445,730,8.0000,0,8
1292,393,1318,443,6.0000,0,6
333,362,351,409,1.0000,0,1
908,294,925,340,13.0000,0,13
1885,401,1905,456,2.0000,0,2
520,209,542,250,20.0000,0,20
597,239,620,285,16.0000,0,16
604,329,630,374,12.0000,0,12
1832,998,1873,1069,30.0000,0,30
648,241,676,285,19.0000,0,19
786,210,801,254,21.0000,0,21
1007,259,1028,304,4.0000,0,4
501,295,518,342,9.0000,0,9
37,823,70,889,37.0000,0,37
795,405,815,452,3.0000,0,3
1631,303,1658,349,18.0000,0,18
585,292,605,337,11.0000,0,11
969,210,982,258,15.0000,0,15
709,105,723,137,33.0000,0,33
249,352,283,379,31.0000,0,31
