322,479,365,538,1.0000,0,1
1696,342,1726,401,2.0000,0,2
1100,480,1136,538,3.0000,0,3
921,220,957,264,4.0000,0,4
808,560,838,621,5.0000,0,5
1664,473,1692,532,7.0000,0,7
1331,792,1369,863,8.0000,0,8
340,366,376,414,9.0000,0,9
274,714,320,780,10.0000,0,10
338,403,379,452,11.0000,0,11
718,345,750,398,12.0000,0,12
1013,279,1030,337,14.0000,0,14
968,166,1005,209,15.0000,0,15
760,257,800,306,16.0000,0,16
451,208,489,262,17.0000,0,17
1492,248,1516,296,18.0000,0,18
592,126,630,168,19.0000,0,19
803,166,829,211,20.0000,0,20
889,176,924,221,21.0000,0,21
1150,367,1174,420,6.0000,0,6
756,387,783,443,13.0000,0,13
