294,510,332,575,1.0000,0,1
1709,325,1740,387,2.0000,0,2
1112,481,1142,543,3.0000,0,3
917,198,948,246,4.0000,0,4
844,572,895,637,5.0000,0,5
1132,352,1157,408,6.0000,0,6
1670,464,1698,524,7.0000,0,7
1315,807,1340,885,8.0000,0,8
336,363,385,415,9.0000,0,9
285,776,326,851,10.0000,0,10
289,422,319,482,11.0000,0,11
714,342,741,397,12.0000,0,12
747,393,773,452,13.0000,0,13
944,265,978,327,14.0000,0,14
992,146,1024,194,15.0000,0,15
804,243,842,296,16.0000,0,16
417,199,461,255,17.0000,0,17
1485,226,1513,274,18.0000,0,18
554,94,584,141,19.0000,0,19
841,149,870,190,20.0000,0,20
887,154,921,202,21.0000,0,21
1864,50,1887,107,27.0000,0,27
