138,581,451,609,503,0.9303,2
138,1382,678,1407,740,0.9236,2
138,322,375,360,424,0.9207,2
138,1588,474,1626,526,0.9147,2
138,1822,392,1845,446,0.9099,2
138,458,293,486,341,0.9070,2
138,1571,299,1601,345,0.9064,2
138,248,406,271,455,0.8937,2
138,1318,307,1339,355,0.8889,2
138,1797,994,1839,1063,0.8869,3
138,529,239,566,277,0.8868,2
138,793,211,808,253,0.8850,2
138,884,218,899,261,0.8805,2
138,1258,388,1276,436,0.8793,2
138,487,286,503,332,0.8670,2
138,875,303,893,346,0.8651,2
138,666,116,686,148,0.7982,3
138,619,229,645,273,0.7795,2
138,542,196,563,233,0.7616,2
138,577,237,600,277,0.7487,2
138,225,317,250,357,0.6614,1
138,613,320,636,365,0.5675,2
138,830,420,848,468,0.4877,2
