93,1403,720,1440,786,0.9324,2
93,733,490,765,542,0.9228,2
93,422,337,451,383,0.9226,2
93,1281,392,1307,438,0.9218,2
93,1782,389,1812,443,0.9201,2
93,1661,490,1699,544,0.9088,2
93,422,402,448,454,0.9054,2
93,698,258,727,304,0.9049,2
93,356,511,383,566,0.9041,2
93,1027,457,1057,508,0.9041,2
93,462,325,491,369,0.9016,2
93,932,217,960,260,0.8934,2
93,1832,1007,1877,1075,0.8928,3
93,719,204,750,242,0.8912,2
93,967,267,1000,309,0.8900,2
93,752,340,770,388,0.8871,2
93,1270,310,1286,360,0.8843,2
93,892,351,910,397,0.8786,2
93,916,222,936,263,0.8638,2
93,596,249,628,289,0.8498,2
93,696,209,716,251,0.8488,2
93,105,324,123,376,0.6672,1
93,670,128,690,165,0.6333,3
93,105,325,123,377,0.5122,2
