60,405,395,438,446,0.9242,2
60,1101,483,1141,529,0.9236,2
60,830,379,859,429,0.9154,2
60,332,614,365,673,0.9153,2
60,962,199,997,240,0.9134,2
60,1373,758,1408,822,0.9128,2
60,405,446,435,499,0.9101,2
60,553,236,590,285,0.9097,2
60,1524,285,1552,331,0.9084,2
60,1223,388,1246,436,0.9049,2
60,784,526,813,581,0.9049,2
60,952,252,989,296,0.9038,2
60,621,121,643,160,0.8994,3
60,743,268,769,317,0.8933,2
60,783,200,801,243,0.8922,2
60,382,373,407,425,0.8919,2
60,1725,370,1744,425,0.8910,2
60,920,205,945,251,0.8828,2
60,672,175,699,221,0.8777,2
60,1871,1028,1897,1080,0.8755,3
60,1139,301,1165,354,0.8373,2
60,1667,488,1691,544,0.7090,2
60,757,353,782,403,0.6340,2
60,656,211,665,221,0.5306,0
