87,744,495,778,545,0.9319,2
87,699,263,739,308,0.9201,2
87,596,249,636,289,0.9151,2
87,1399,727,1430,789,0.9143,2
87,358,531,382,585,0.9139,2
87,1241,312,1267,362,0.9123,2
87,914,223,942,264,0.9067,2
87,1271,395,1296,442,0.9055,2
87,462,339,493,384,0.9019,2
87,754,342,778,391,0.9003,2
87,420,410,453,457,0.8986,2
87,685,208,715,250,0.8984,2
87,1663,492,1684,546,0.8982,2
87,732,205,764,244,0.8966,2
87,415,348,439,397,0.8936,2
87,1046,463,1072,512,0.8904,2
87,1561,302,1581,348,0.8874,2
87,880,359,900,410,0.8790,2
87,941,218,969,256,0.8694,2
87,970,267,993,310,0.8578,2
87,69,330,97,384,0.8163,1
87,1768,387,1787,442,0.8093,2
87,1839,1009,1865,1075,0.7902,3
