10,292,785,346,863,0.9354,2
10,1116,480,1153,544,0.9285,2
10,1124,348,1165,406,0.9281,2
10,1306,811,1346,888,0.9250,2
10,1663,461,1703,524,0.9227,2
10,816,242,851,295,0.9216,2
10,999,146,1034,194,0.9207,2
10,341,368,387,422,0.9178,2
10,1704,322,1744,386,0.9170,2
10,857,576,896,640,0.9147,2
10,558,95,585,141,0.9123,2
10,284,429,317,495,0.9118,2
10,855,148,891,188,0.9084,2
10,426,203,456,262,0.9079,2
10,945,268,963,327,0.9068,2
10,1480,226,1512,273,0.9015,2
10,716,343,753,397,0.8933,2
10,297,514,326,579,0.8743,2
10,922,200,952,248,0.8646,2
10,893,156,920,205,0.8642,2
10,749,392,785,452,0.5335,3
10,749,390,785,452,0.5299,2
