6,934,267,969,327,0.9273,2
6,300,518,346,587,0.9256,2
6,830,240,873,291,0.9242,2
6,312,793,362,867,0.9208,2
6,350,371,400,424,0.9197,2
6,554,91,591,140,0.9188,2
6,282,438,316,500,0.9182,2
6,1293,812,1342,888,0.9164,2
6,1009,146,1042,194,0.9160,2
6,1125,480,1157,543,0.9153,2
6,871,575,927,638,0.9142,2
6,1478,223,1509,272,0.9131,2
6,723,346,757,402,0.9080,2
6,1664,461,1695,523,0.9058,2
6,431,205,477,261,0.9055,2
6,923,196,957,245,0.9013,2
6,1132,347,1156,406,0.8901,2
6,763,398,786,455,0.8817,2
6,898,156,930,203,0.8580,2
6,868,147,901,189,0.8518,2
6,461,69,497,119,0.6819,2
6,1716,324,1741,383,0.6627,2
