142,1383,675,1413,740,0.9269,2
142,1822,393,1857,448,0.9217,2
142,814,416,847,464,0.9192,2
142,1597,474,1618,528,0.9165,2
142,1323,307,1350,356,0.9120,2
142,579,453,601,503,0.9039,2
142,955,261,982,308,0.8983,2
142,1807,992,1841,1060,0.8972,3
142,605,320,639,365,0.8971,2
142,781,210,807,253,0.8962,2
142,320,373,344,424,0.8958,2
142,238,400,259,444,0.8949,2
142,575,236,597,278,0.8949,2
142,1583,300,1607,345,0.8914,2
142,1259,389,1285,437,0.8883,2
142,893,217,908,261,0.8880,2
142,466,289,485,340,0.8869,2
142,671,115,693,147,0.8855,3
142,533,198,559,233,0.8830,2
142,877,301,894,346,0.8773,2
142,626,230,649,274,0.8629,2
142,534,237,557,276,0.8444,2
142,501,287,516,335,0.8053,2
142,237,321,270,360,0.5883,2
142,175,117,189,156,0.4343,2
