51,305,643,349,708,0.9375,2
51,939,245,970,286,0.9267,2
51,515,230,554,278,0.9218,2
51,779,537,826,590,0.9210,2
51,373,458,404,511,0.9202,2
51,637,160,676,203,0.9168,2
51,900,198,935,241,0.9161,2
51,1352,767,1381,834,0.9160,2
51,1655,484,1682,541,0.9141,2
51,1088,296,1119,349,0.9140,2
51,734,267,774,314,0.9140,2
51,776,192,812,236,0.9099,2
51,1100,481,1131,535,0.9088,2
51,735,353,775,402,0.9078,2
51,797,383,831,432,0.9063,2
51,1503,273,1528,321,0.9007,2
51,960,190,990,233,0.8979,2
51,1701,362,1719,418,0.8900,2
51,380,398,414,455,0.8856,2
51,358,370,388,426,0.8753,2
51,584,114,604,156,0.8696,3
51,1191,382,1214,431,0.7966,2
51,1869,1032,1895,1079,0.4025,3
