105,592,241,631,283,0.9227,2
105,725,330,754,374,0.9196,2
105,411,385,439,432,0.9186,2
105,697,473,735,522,0.9183,2
105,1412,707,1442,770,0.9175,2
105,981,443,1015,492,0.9139,2
105,349,472,375,523,0.9119,2
105,1808,388,1840,442,0.9100,2
105,1287,389,1312,435,0.8993,2
105,900,212,929,263,0.8991,2
105,454,314,478,357,0.8936,2
105,1664,485,1686,539,0.8932,2
105,1585,300,1604,345,0.8901,2
105,974,265,992,308,0.8895,2
105,681,195,706,253,0.8876,2
105,1299,306,1317,355,0.8873,2
105,673,117,694,154,0.8802,3
105,674,248,699,290,0.8732,2
105,151,320,174,368,0.7083,2
105,1835,1003,1863,1070,0.7036,3
105,113,302,128,349,0.6288,1
