14,943,266,979,327,0.9209,2
14,841,149,866,191,0.9196,2
14,293,510,334,576,0.9192,2
14,554,94,585,143,0.9190,2
14,286,777,323,852,0.9177,2
14,1485,226,1514,275,0.9149,2
14,1670,464,1696,525,0.9145,2
14,844,573,895,637,0.9142,2
14,804,244,840,298,0.9126,2
14,416,200,462,256,0.9122,2
14,917,198,950,246,0.9118,2
14,290,423,318,482,0.9118,2
14,1112,481,1144,543,0.9109,2
14,887,155,922,203,0.9076,2
14,1315,807,1339,886,0.9057,2
14,336,364,384,417,0.9016,2
14,1712,326,1738,387,0.9015,2
14,1133,352,1155,408,0.8950,2
14,714,343,742,398,0.8842,2
14,748,394,773,453,0.8700,2
14,993,147,1022,195,0.8523,2
14,1865,51,1888,108,0.8235,3
14,469,65,504,117,0.5731,2
