1427,693,1517,809,3.0000,0,3
754,662,803,768,4.0000,0,4
1363,507,1421,584,5.0000,0,5
1102,547,1155,636,7.0000,0,7
1532,467,1561,531,8.0000,0,8
906,598,988,699,10.0000,0,10
1510,502,1552,587,12.0000,0,12
1572,567,1625,677,13.0000,0,13
1070,545,1112,616,6.0000,0,6
554,535,597,625,17.0000,0,17
1603,411,1643,478,15.0000,0,15
1536,493,1579,573,9.0000,0,9
